71,0
71,1
71,2
71,3
71,4
71,5
71,6
71,7
71,8
71,9
71,10
71,11
71,12
71,13
71,14
71,15
71,16
71,17
71,18
71,19
71,20
71,21
71,22
71,23
71,24
71,25
71,26
71,27
71,28
71,29
71,30
71,31
71,32
71,33
71,34
71,35
71,36
71,37
71,38
71,39
71,40
71,41
71,42
71,43
71,44
71,45
71,46
71,47
71,48
71,49
71,50
71,51
71,52
71,53
71,54
71,55
71,56
71,57
71,58
71,59
71,60
71,61
71,62
71,63
71,64
71,65
71,66
71,67
71,68
71,69
71,70
71,71
71,72
71,73
71,74
71,75
71,76
71,77
71,78
71,79
71,80
71,81
71,82
71,83
71,84
71,85
71,86
71,87
71,88
71,89
71,90
96,66
96,67
96,68
96,69
96,70
96,71
96,72
96,73
96,74
96,75
96,76
96,77
96,91
96,92
96,93
102,36
102,37
102,38
102,39
102,40
102,41
102,42
102,43
102,44
102,45
102,46
102,47
102,48
102,49
102,50
102,51
102,52
102,88
102,94
102,95
102,96
102,97
102,98
102,99
102,100
102,101
102,102
102,103
102,104
102,105
102,106
102,107
102,108
102,109
102,110
102,111
102,112
102,113
102,114
102,115
102,116
102,117
102,118
102,119
102,120
102,121
102,122
102,123
102,124
102,125
102,126
102,127
102,128
102,129
102,130
102,131
102,132
102,133
102,134
102,135
102,136
102,137
102,138
102,139
102,140
102,141
102,142
102,143
102,144
102,145
102,146
102,147
102,148
102,149
102,150
102,151
102,152
102,153
102,154
102,155
102,156
102,157
102,158
102,159
102,160
102,161
102,162
102,163
102,164
102,165
102,166
102,167
102,168
102,169
102,170
102,171
102,172
102,173
102,174
102,175
102,176
102,177
102,178
102,179
102,180
102,181
102,182
102,183
102,184
102,185
102,186
102,187
102,188
102,189
102,190
102,191
102,192
102,193
102,194
102,195
102,196
102,197
102,198
102,199
102,200
102,201
104,34
104,35
104,78
104,79
104,80
104,81
104,82
104,83
104,84
104,85
104,86
104,87
104,88
104,180
104,181
104,182
104,183
104,184
104,185
104,186
104,187
104,188
104,189
104,190
104,191
104,192
104,193
104,194
104,195
104,202
104,203
104,204
104,205
104,206
104,207
104,208
104,209
104,210
104,211
104,212
104,213
104,214
104,215
104,216
104,217
104,218
104,219
104,220
104,221
104,222
104,223
104,224
104,225
104,226
104,227
104,228
104,229
104,230
104,231
104,232
104,233
104,234
104,235
104,236
104,237
104,238
104,239
104,240
104,241
104,242
104,243
104,244
104,245
104,246
104,247
104,248
104,249
104,250
104,251
104,252
104,253
104,254
104,255
104,256
104,257
104,258
104,259
104,260
104,261
104,262
104,263
104,264
104,265
104,266
104,267
104,268
104,269
104,270
104,271
104,272
104,273
104,274
104,275
104,276
104,277
104,278
104,279
104,280
104,281
104,282
104,283
104,284
104,285
104,286
104,287
104,288
104,289
104,290
104,291
104,292
104,293
104,294
104,295
104,296
104,297
104,298
104,299
104,300
104,301
104,302
104,303
104,304
104,305
104,306
104,307
104,308
104,309
104,310
104,311
104,312
104,313
104,314
104,315
104,316
104,317
104,318
104,319
104,320
104,321
104,322
104,323
104,324
104,325
104,326
104,327
104,328
104,329
104,330
104,331
104,332
104,333
104,334
104,335
104,336
104,337
104,338
104,339
104,340
104,341
104,342
104,343
104,344
104,345
104,346
104,347
104,348
104,349
104,350
104,351
104,352
104,353
104,354
104,355
104,356
104,357
104,358
104,359
104,360
104,361
104,362
104,363
104,364
104,365
104,366
104,367
104,368
104,369
104,370
104,371
104,372
104,373
104,374
104,375
104,376
104,377
104,378
104,379
104,380
104,381
104,382
104,383
104,384
104,385
104,386
104,387
104,388
104,389
104,390
104,391
104,392
104,393
104,394
104,395
104,396
104,397
104,398
104,399
104,400
104,401
104,402
104,403
104,404
104,405
104,406
104,407
104,408
104,409
104,410
104,411
104,412
104,413
104,414
104,415
104,416
104,417
104,418
104,419
104,420
104,421
104,422
104,423
104,424
104,425
104,426
104,427
104,428
104,429
104,430
104,431
104,432
104,433
104,434
104,435
104,436
104,437
104,438
104,439
104,440
104,441
104,442
104,443
104,444
104,445
104,446
104,447
104,448
104,449
104,450
104,451
104,452
104,453
104,454
104,455
104,456
104,457
104,458
104,459
104,460
104,461
104,462
104,463
104,464
104,465
104,466
104,467
104,468
104,469
104,470
104,471
104,472
104,473
104,474
104,475
104,476
104,477
104,478
104,479
104,480
104,481
104,482
104,483
104,484
104,485
104,486
104,487
104,488
104,489
104,490
104,491
104,492
104,493
104,494
104,495
104,496
104,497
104,498
104,499
104,500
104,501
104,502
104,503
104,504
104,505
104,506
104,507
104,508
104,509
104,510
104,511
104,512
104,513
104,514
104,515
104,516
104,517
104,518
104,519
104,520
104,521
104,522
104,523
104,524
104,525
104,526
104,527
104,528
104,529
104,530
104,531
104,532
104,533
104,534
104,535
104,536
104,537
104,538
104,539
104,540
104,541
104,542
104,543
108,33
108,36
108,37
108,38
108,39
108,40
108,41
108,42
108,43
108,44
108,45
108,46
108,47
108,48
108,49
108,50
108,51
108,52
108,88
108,123
108,124
108,125
108,126
108,127
108,128
108,129
108,130
108,131
108,132
108,133
108,134
108,135
108,180
108,181
108,182
108,183
108,184
108,185
108,186
108,187
108,188
108,189
108,190
108,191
108,192
108,193
108,194
108,201
108,544
108,545
108,546
108,547
108,548
108,549
108,550
108,551
108,552
108,553
108,554
108,555
108,556
108,557
108,558
108,559
108,560
108,561
108,562
108,563
108,564
108,565
108,566
108,567
108,568
108,569
108,570
108,571
108,572
108,573
108,574
108,575
108,576
108,577
108,578
108,579
108,580
108,581
108,582
108,583
108,584
108,585
108,586
108,587
108,588
108,589
108,590
108,591
108,592
124,36
124,37
124,38
124,39
124,40
124,41
124,42
124,43
124,44
124,45
124,46
124,47
124,48
124,49
124,50
124,51
124,52
124,88
124,121
124,122
124,123
124,124
124,125
124,126
124,127
124,128
124,129
124,130
124,131
124,132
124,133
124,134
124,135
124,156
124,157
124,158
124,159
124,160
124,161
124,162
124,163
124,164
124,165
124,166
124,167
124,168
124,169
124,170
124,171
