0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,12
0,13
0,16
0,17
0,21
0,22
0,26
0,27
0,29
0,31
0,35
0,36
0,38
0,41
0,45
0,51
0,52
0,53
0,54
0,57
0,61
0,63
0,65
0,66
0,68
0,69
0,71
0,75
0,78
0,79
0,86
0,93
0,111
0,112
0,116
0,119
0,120
0,121
0,123
0,129
0,134
0,138
0,142
0,144
0,151
0,153
0,158
0,162
0,170
0,184
0,188
0,198
0,203
0,205
0,219
0,236
0,242
0,243
0,244
0,249
0,253
0,259
0,262
0,296
0,298
0,310
0,316
0,353
0,365
0,366
0,389
0,407
0,414
0,416
0,427
0,436
0,456
0,464
0,514
0,515
0,519
0,551
0,574
0,581
0,602
0,616
0,624
0,656
0,662
0,665
0,674
1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,12
1,14
1,16
1,17
1,21
1,26
1,30
1,35
1,38
1,39
1,45
1,46
1,52
1,53
1,54
1,55
1,56
1,57
1,61
1,62
1,63
1,64
1,65
1,66
1,69
1,70
1,74
1,75
1,76
1,77
1,79
1,81
1,82
1,85
1,86
1,87
1,90
1,91
1,100
1,109
1,113
1,119
1,122
1,127
1,129
1,131
1,133
1,134
1,135
1,138
1,144
1,151
1,153
1,157
1,158
1,161
1,162
1,170
1,171
1,174
1,175
1,184
1,193
1,196
1,198
1,215
1,219
1,222
1,225
1,226
1,233
1,234
1,236
1,243
1,251
1,253
1,255
1,262
1,270
1,279
1,281
1,287
1,288
1,289
1,296
1,316
1,330
1,349
1,357
1,363
1,368
1,459
1,515
1,563
1,574
1,578
1,587
1,700
1,715
1,746
1,755
1,789
1,821
2,0
2,1
2,2
2,3
2,4
2,5
2,7
2,8
2,9
2,10
2,12
2,13
2,14
2,15
2,16
2,17
2,21
2,22
2,26
2,30
2,31
2,32
2,35
2,36
2,38
2,39
2,41
2,45
2,49
2,50
2,52
2,53
2,54
2,55
2,57
2,61
2,62
2,64
2,65
2,66
2,72
2,79
2,85
2,86
2,100
2,104
2,116
2,118
2,119
2,120
2,121
2,122
2,125
2,128
2,135
2,141
2,142
2,144
2,153
2,155
2,178
2,179
2,181
2,184
2,195
2,197
2,198
2,207
2,215
2,226
2,233
2,234
2,239
2,245
2,249
2,253
2,257
2,261
2,280
2,294
2,296
2,309
2,311
2,316
2,338
2,339
2,342
2,365
2,372
2,386
2,395
2,422
2,470
2,471
2,498
2,513
2,514
2,545
2,597
2,646
2,676
2,746
2,761
2,771
2,780
2,843
3,1
3,2
3,3
3,4
3,5
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,19
3,21
3,22
3,30
3,31
3,32
3,35
3,36
3,38
3,39
3,41
3,45
3,46
3,49
3,51
3,52
3,54
3,55
3,57
3,58
3,61
3,62
3,63
3,64
3,65
3,66
3,68
3,69
3,71
3,81
3,82
3,84
3,85
3,86
3,87
3,89
3,91
3,100
3,104
3,110
3,118
3,120
3,121
3,122
3,125
3,127
3,130
3,131
3,132
3,135
3,137
3,142
3,144
3,153
3,156
3,161
3,166
3,177
3,178
3,179
3,181
3,184
3,188
3,196
3,198
3,206
3,207
3,226
3,233
3,234
3,237
3,239
3,241
3,243
3,245
3,249
3,253
3,257
3,259
3,261
3,262
3,272
3,280
3,294
3,296
3,309
3,311
3,316
3,334
3,342
3,349
3,365
3,366
3,368
3,371
3,375
3,386
3,387
3,405
3,431
3,446
3,447
3,451
3,471
3,474
3,485
3,495
3,503
3,520
3,545
3,551
3,569
3,574
3,586
3,597
3,600
3,608
3,703
3,728
3,771
3,780
3,781
3,843
4,0
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,9
4,12
4,14
4,15
4,16
4,17
4,19
4,21
4,24
4,26
4,28
4,30
4,31
4,32
4,35
4,36
4,38
4,39
4,41
4,42
4,44
4,45
4,46
4,48
4,52
4,54
4,55
4,56
4,57
4,58
4,59
4,61
4,62
4,63
4,65
4,66
4,69
4,72
4,74
4,75
4,79
4,81
4,82
4,84
4,85
4,86
4,91
4,100
4,104
4,110
4,118
4,120
4,121
4,122
4,129
4,131
4,133
4,135
4,136
4,138
4,141
4,142
4,145
4,153
4,155
4,161
4,166
4,167
4,170
4,171
4,174
4,175
4,177
4,178
4,179
4,184
4,185
4,192
4,193
4,197
4,198
4,203
4,204
